"Codigo_especie","Provincia","Parametro","F.c.","Par_esp","Modelo","a","b","c","d","p","q","r","R2","Especie"
846,13,"VSC",1,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,13,"VSC",2,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,13,"VSC",3,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,17,"VLE",3,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.563589990139008,NA
846,5,"VLE",5,"11",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
846,11,"VCC",2,"0",11,0,0,0,0,0.0018456,1.86423,0.62284,0.99035,NA
846,11,"VSC",2,"0",7,-12.85,0.8251952,3.28e-05,0,0,0,0,0.97738,NA
846,11,"IAVC",2,"0",19,1.66345,-0.0062938,6.72e-05,-4.738e-08,0,0,0,0.23933,NA
846,17,"IAVC",1,"11",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
846,17,"IAVC",2,"11",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
846,11,"VLE",2,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,11,"VCC",4,"0",11,0,0,0,0,0.0012263,1.92834,0.38001,0.88154,NA
846,11,"VSC",4,"0",7,-20.23,0.8646828,1.38e-05,0,0,0,0,0.97553,NA
846,45,"VCC",2,"0",11,0,0,0,0,0.0014086,1.88466,0.48019,0.87501,NA
846,37,"VCC",3,"11",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
846,37,"VSC",3,"11",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
846,37,"IAVC",3,"11",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
846,45,"VCC",3,"0",11,0,0,0,0,0.0014086,1.88466,0.48019,0.87501,NA
846,45,"IAVC",3,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
846,45,"VLE",3,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,45,"VCC",4,"0",11,0,0,0,0,0.0014086,1.88466,0.48019,0.87501,NA
846,5,"VCC",1,"11",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
846,5,"VSC",1,"11",7,-4.69,0.8302011,1.34e-05,0,0,0,0,0.99899,NA
846,45,"VSC",5,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,45,"IAVC",5,"0",14,0,0,0,0,0.0122461,1.02187,0,0.4668,NA
846,45,"VLE",5,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,5,"IAVC",2,"11",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
846,5,"VLE",2,"11",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
846,5,"VCC",3,"11",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
846,11,"IAVC",4,"0",19,1.66345,-0.0062938,6.72e-05,-4.738e-08,0,0,0,0.23933,NA
846,11,"VLE",4,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,11,"VCC",5,"0",11,0,0,0,0,0.0013205,1.98739,0.3508,0.99983,NA
846,11,"VSC",5,"0",7,-35.43,0.8453653,2.02e-05,0,0,0,0,0.98753,NA
846,11,"IAVC",5,"0",19,1.66345,-0.0062938,6.72e-05,-4.738e-08,0,0,0,0.23933,NA
846,11,"VLE",5,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,12,"VLE",3,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,12,"VCC",4,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
846,6,"VCC",5,"11",1,73.97,0.0002162,0,0,0,0,0,1,NA
846,37,"VLE",3,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,45,"VSC",3,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,37,"VSC",4,"11",7,-0.68,0.7806408,3.83e-05,0,0,0,0,0.992,NA
846,17,"VSC",1,"11",7,-32.31,0.7451255,3.81e-05,0,0,0,0,0.955030024051666,NA
846,37,"VLE",4,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,17,"VCC",4,"11",1,36.27,0.0001564,0,0,0,0,0,0.862519979476929,NA
846,17,"VSC",4,"11",7,-18.99,0.7262941,9.07e-05,0,0,0,0,0.950869977474213,NA
846,17,"IAVC",3,"11",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
846,17,"IAVC",4,"11",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
846,17,"IAVC",5,"11",19,1.07871,-0.010186143,6.9122e-05,-3.00442e-08,0,0,0,0.383114003,NA
846,23,"VCC",3,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
846,37,"VLE",2,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,37,"IAVC",4,"11",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
846,5,"IAVC",1,"11",19,0.81908,0.0011334,1.07e-05,-5e-09,0,0,0,0.34589,NA
846,5,"VLE",1,"11",12,0,0,0,0,3.19e-05,2.56596,0,0.60909,NA
846,5,"VCC",2,"11",11,0,0,0,0,0.0006635,1.98454,0.63146,0.99678,NA
846,5,"VSC",2,"11",7,-4.69,0.8302011,1.34e-05,0,0,0,0,0.99899,NA
846,23,"IAVC",2,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
846,12,"VCC",2,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
846,12,"VCC",1,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
846,12,"VSC",1,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
846,12,"IAVC",1,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
846,12,"VLE",1,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,17,"VSC",2,"11",7,-32.31,0.7451255,3.81e-05,0,0,0,0,0.955030024051666,NA
846,12,"IAVC",3,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
846,37,"VCC",4,"11",11,0,0,0,0,0.0010514,1.90686,0.57297,0.9614,NA
846,12,"IAVC",4,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
846,17,"VCC",2,"11",1,61.11,0.0002577,0,0,0,0,0,0.983539998531342,NA
846,23,"VSC",3,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
846,12,"VLE",4,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,12,"VCC",5,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
846,12,"VSC",2,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
846,12,"VLE",2,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,12,"VCC",3,"0",11,0,0,0,0,0.0030618,1.65848,0.72504,0.92714,NA
846,12,"VSC",3,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
846,6,"VLE",4,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,13,"VSC",4,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,13,"VSC",5,"0",7,-20.7,0.8341333,1.48e-05,0,0,0,0,0.98639,NA
846,12,"VSC",4,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
846,29,"VCC",4,"0",11,0,0,0,0,0.0014607,1.8121,0.60697,0.86825,NA
846,12,"VSC",5,"0",7,-7.08,0.6833532,0.0001457,0,0,0,0,0.99407,NA
846,17,"VLE",1,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.563589990139008,NA
846,17,"VLE",2,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.563589990139008,NA
846,37,"VLE",5,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,17,"VSC",5,"11",7,-32.89,0.6899742,8.74e-05,0,0,0,0,0.94811999797821,NA
846,29,"VLE",3,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,17,"VCC",1,"11",1,61.11,0.0002577,0,0,0,0,0,0.983539998531342,NA
846,29,"VSC",4,"0",7,-5.8,0.8246196,3.83e-05,0,0,0,0,0.99293,NA
846,12,"IAVC",2,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
846,29,"IAVC",3,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
846,12,"IAVC",5,"0",19,1.25371,-0.0100366,7.44e-05,-6.784e-08,0,0,0,0.4438,NA
846,29,"VLE",5,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,6,"IAVC",1,"11",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
846,6,"VLE",1,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,6,"VCC",2,"11",1,21.9,0.0002046,0,0,0,0,0,0.8271,NA
846,29,"IAVC",4,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
846,12,"VLE",5,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,37,"IAVC",5,"11",16,2.73094,2.06e-05,0,0,0,0,0,0.3437,NA
846,6,"VSC",1,"11",7,-0.66,0.7371733,0.0001733,0,0,0,0,0.9735,NA
846,29,"VCC",5,"0",11,0,0,0,0,0.0009676,1.95868,0.62692,0.99347,NA
846,6,"VCC",1,"11",1,21.9,0.0002046,0,0,0,0,0,0.8271,NA
846,13,"VCC",3,"0",11,0,0,0,0,0.0014086,1.88466,0.48019,0.87501,NA
846,29,"VSC",5,"0",7,-24.03,0.8604427,1.46e-05,0,0,0,0,0.99495,NA
846,29,"IAVC",5,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
846,6,"IAVC",4,"11",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
846,17,"VCC",5,"11",1,73.95,0.0002163,0,0,0,0,0,0.999989986419678,NA
846,17,"VLE",5,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.563589990139008,NA
846,29,"VSC",2,"0",7,-24.03,0.8604427,1.46e-05,0,0,0,0,0.99495,NA
846,6,"VSC",2,"11",7,-0.66,0.7371733,0.0001733,0,0,0,0,0.9735,NA
846,29,"VLE",4,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,6,"VLE",2,"11",12,0,0,0,0,4.51e-05,2.56264,0,0.5636,NA
846,6,"VCC",4,"11",1,21.9,0.0002046,0,0,0,0,0,0.8271,NA
846,23,"IAVC",3,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
846,23,"IAVC",4,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
846,29,"VCC",2,"0",11,0,0,0,0,0.0009676,1.95868,0.62692,0.99347,NA
846,29,"VLE",2,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,6,"VSC",4,"11",7,-0.66,0.7371733,0.0001733,0,0,0,0,0.9735,NA
846,23,"VCC",4,"0",11,0,0,0,0,0.0027383,1.71167,0.61572,0.93219,NA
846,23,"VSC",4,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
846,6,"IAVC",2,"11",19,6.49539,-0.0532777,0.0001803,-1.2158e-07,0,0,0,0.3822,NA
846,17,"VSC",3,"11",7,3.64,0.4177693,0.0004225,0,0,0,0,0.976549983024597,NA
846,23,"VLE",3,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,17,"VCC",3,"11",1,23.44,0.0002771,0,0,0,0,0,0.982479989528656,NA
846,29,"VSC",3,"0",7,-24.03,0.8604427,1.46e-05,0,0,0,0,0.99495,NA
846,29,"IAVC",2,"0",19,5.4043,-0.0298667,0.0001049,-5.967e-08,0,0,0,0.37363,NA
846,23,"VSC",5,"0",7,-6.74,0.7317869,0.0001778,0,0,0,0,0.97276,NA
846,29,"VCC",3,"0",11,0,0,0,0,0.0009676,1.95868,0.62692,0.99347,NA
846,23,"VLE",4,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,23,"VLE",5,"0",12,0,0,0,0,4.51e-05,2.56264,0,0.56359,NA
846,23,"IAVC",5,"0",19,1.97467,-0.0087696,5.53e-05,-3.717e-08,0,0,0,0.48478,NA
926,40,"IAVC",3,"0",17,-31.55807,0.2252531,-0.0002071,0,0,0,0,0.0899,NA
926,17,"VCC",1,"21",1,7.48,0.0003379,0,0,0,0,0,0.987810015678406,NA
926,17,"VSC",1,"21",7,-4.38,0.6501946,5.52e-05,0,0,0,0,0.99507999420166,NA
926,17,"VLE",1,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.253419995307922,NA
926,17,"VCC",2,"21",1,7.48,0.0003379,0,0,0,0,0,0.987810015678406,NA
926,17,"VSC",2,"21",7,-4.38,0.6501946,5.52e-05,0,0,0,0,0.99507999420166,NA
926,17,"VLE",2,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.253419995307922,NA
926,17,"VCC",3,"21",1,7.48,0.0003379,0,0,0,0,0,0.987810015678406,NA
926,17,"VSC",3,"21",7,-4.38,0.6501946,5.52e-05,0,0,0,0,0.99507999420166,NA
926,17,"VLE",3,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.253419995307922,NA
926,17,"VCC",5,"21",1,7.48,0.0003379,0,0,0,0,0,0.987810015678406,NA
926,17,"VSC",5,"21",7,-4.38,0.6501946,5.52e-05,0,0,0,0,0.99507999420166,NA
926,17,"VLE",5,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.253419995307922,NA
926,42,"VCC",1,"0",11,0,0,0,0,0.0003518,2.09002,0.80177,0.9946,NA
926,42,"VSC",1,"0",7,-19.78,0.6938811,3.23e-05,0,0,0,0,0.98858,NA
926,42,"IAVC",1,"0",21,0,0,0.0002446,-2.0061e-07,0,0,0,0.77282,NA
926,42,"VLE",1,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,42,"VCC",2,"0",11,0,0,0,0,0.0003518,2.09002,0.80177,0.9946,NA
926,42,"VSC",2,"0",7,-19.78,0.6938811,3.23e-05,0,0,0,0,0.98858,NA
926,42,"IAVC",2,"0",21,0,0,0.0002446,-2.0061e-07,0,0,0,0.77282,NA
926,42,"VCC",3,"0",11,0,0,0,0,0.0004162,2.223,0.27746,0.97505,NA
926,42,"VSC",3,"0",7,0.3,0.4986526,0.0010385,0,0,0,0,0.85054,NA
926,42,"IAVC",3,"0",21,0,0,0.0002446,-2.0061e-07,0,0,0,0.77282,NA
926,42,"VLE",3,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,42,"VCC",5,"0",11,0,0,0,0,0.0055301,1.70104,0.48001,0.92592,NA
926,42,"VSC",5,"0",7,-13.96,0.6923235,6.5e-05,0,0,0,0,0.99211,NA
926,42,"IAVC",5,"0",21,0,0,0.0002446,-2.0061e-07,0,0,0,0.77282,NA
926,42,"VLE",5,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,17,"IAVC",2,"21",19,6.07787,-0.049138598,0.000559926,-6.1066e-07,0,0,0,0.337011671,NA
926,17,"IAVC",3,"21",19,6.07787,-0.049138598,0.000559926,-6.1066e-07,0,0,0,0.337011671,NA
926,10,"VCC",1,"0",1,23.37,0.0003167,0,0,0,0,0,0.98989,NA
926,10,"VSC",1,"0",7,-9.2,0.6978928,3.46e-05,0,0,0,0,0.99289,NA
926,10,"IAVC",1,"0",16,3.17875,0.0002295,0,0,0,0,0,0.51814,NA
926,10,"VLE",1,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,10,"VCC",2,"0",1,23.37,0.0003167,0,0,0,0,0,0.98989,NA
926,10,"VSC",2,"0",7,-9.2,0.6978928,3.46e-05,0,0,0,0,0.99289,NA
926,10,"IAVC",2,"0",16,3.17875,0.0002295,0,0,0,0,0,0.51814,NA
926,10,"VLE",2,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,10,"VCC",3,"0",1,7.29,0.0002596,0,0,0,0,0,0.77295,NA
926,10,"VSC",3,"0",7,1.21,0.5732227,0.0002697,0,0,0,0,0.84613,NA
926,10,"IAVC",3,"0",16,3.17875,0.0002295,0,0,0,0,0,0.51814,NA
926,10,"VLE",3,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,10,"VCC",5,"0",1,7.29,0.0002596,0,0,0,0,0,0.77295,NA
926,10,"VSC",5,"0",7,1.21,0.5732227,0.0002697,0,0,0,0,0.84613,NA
926,10,"IAVC",5,"0",16,3.17875,0.0002295,0,0,0,0,0,0.51814,NA
926,10,"VLE",5,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,9,"VSC",5,"21",7,-21.18,0.7510523,3.05e-05,0,0,0,0,0.99636,NA
926,9,"IAVC",5,"0",19,17.81096,-0.2138937,0.0008326,-6.6151e-07,0,0,0,0.38057,NA
926,9,"VLE",5,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,28,"VCC",1,"21",1,365.91,0.0002653,0,0,0,0,0,0.9775,NA
926,28,"VSC",1,"21",7,-84.86,0.8332012,8e-07,0,0,0,0,0.9945,NA
926,19,"VCC",1,"0",11,0,0,0,0,0.0016554,1.7813,0.93446,0.95445,NA
926,17,"IAVC",5,"21",19,6.07787,-0.049138598,0.000559926,-6.1066e-07,0,0,0,0.337011671,NA
926,19,"IAVC",1,"0",19,32.44593,-0.2258871,0.0006643,-4.6763e-07,0,0,0,0.17092641,NA
926,19,"VLE",1,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,19,"VCC",2,"0",11,0,0,0,0,0.0016554,1.7813,0.93446,0.95445,NA
926,40,"VLE",5,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,40,"IAVC",5,"0",17,-31.55807,0.2252531,-0.0002071,0,0,0,0,0.0899,NA
926,40,"VSC",5,"0",7,-26.61,0.7905704,8.1e-06,0,0,0,0,0.99094,NA
926,40,"VCC",5,"0",11,0,0,0,0,0.0010734,1.86844,0.9168,0.99882,NA
926,19,"VSC",1,"0",7,-45.58,0.7626424,2.8e-05,0,0,0,0,0.98761,NA
926,19,"VSC",2,"0",7,-45.58,0.7626424,2.8e-05,0,0,0,0,0.98761,NA
926,19,"IAVC",2,"0",19,32.44593,-0.2258871,0.0006643,-4.6763e-07,0,0,0,0.17092641,NA
926,19,"VLE",2,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,19,"VCC",3,"0",11,0,0,0,0,0.0016554,1.7813,0.93446,0.95445,NA
926,19,"VSC",3,"0",7,-45.58,0.7626424,2.8e-05,0,0,0,0,0.98761,NA
926,19,"IAVC",3,"0",19,32.44593,-0.2258871,0.0006643,-4.6763e-07,0,0,0,0.17092641,NA
926,19,"VLE",3,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,19,"VCC",5,"0",11,0,0,0,0,0.0016554,1.7813,0.93446,0.95445,NA
926,19,"VSC",5,"0",7,-45.58,0.7626424,2.8e-05,0,0,0,0,0.98761,NA
926,19,"IAVC",5,"0",19,32.44593,-0.2258871,0.0006643,-4.6763e-07,0,0,0,0.17092641,NA
926,19,"VLE",5,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,40,"VSC",3,"0",7,1.06,0.4850355,0.000938,0,0,0,0,0.84875,NA
926,17,"IAVC",1,"21",19,6.07787,-0.049138598,0.000559926,-6.1066e-07,0,0,0,0.337011671,NA
926,37,"VLE",2,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.4006,NA
926,40,"VLE",3,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,16,"VLE",1,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,16,"VCC",2,"0",11,0,0,0,0,0.0013265,1.80179,0.98574,0.97222,NA
926,16,"VSC",2,"0",7,-50.37,0.7885922,6.5e-06,0,0,0,0,0.98687,NA
926,16,"IAVC",2,"0",19,43.07507,-0.3335699,0.0010238,-8.0811e-07,0,0,0,0.319819733,NA
926,16,"VLE",2,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,16,"VCC",3,"0",11,0,0,0,0,0.0013265,1.80179,0.98574,0.97222,NA
926,16,"VSC",3,"0",7,-50.37,0.7885922,6.5e-06,0,0,0,0,0.98687,NA
926,16,"IAVC",3,"0",19,43.07507,-0.3335699,0.0010238,-8.0811e-07,0,0,0,0.319819733,NA
926,16,"VLE",3,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,16,"VCC",5,"0",11,0,0,0,0,0.0013265,1.80179,0.98574,0.97222,NA
926,16,"VSC",5,"0",7,-50.37,0.7885922,6.5e-06,0,0,0,0,0.98687,NA
926,16,"IAVC",5,"0",19,43.07507,-0.3335699,0.0010238,-8.0811e-07,0,0,0,0.319819733,NA
926,16,"VLE",5,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,5,"VSC",3,"0",7,0.8,0.5839242,-0.000341,0,0,0,0,0.829,NA
926,5,"IAVC",3,"0",19,1.1916,0.0248525,0.0001716,-1.1997e-07,0,0,0,0.40263,NA
926,5,"VLE",3,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.40058,NA
926,5,"VCC",5,"0",11,0,0,0,0,0.001804,1.94148,0.23041,1,NA
926,5,"VSC",5,"0",7,-2.22,0.5871973,0.0003293,0,0,0,0,0.99194,NA
926,5,"IAVC",5,"0",19,1.1916,0.0248525,0.0001716,-1.1997e-07,0,0,0,0.40263,NA
926,5,"VLE",5,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.40058,NA
926,9,"VLE",3,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,9,"VCC",5,"21",11,0,0,0,0,0.0035657,1.6935,0.69925,0.92839,NA
926,37,"IAVC",2,"0",16,5.49994,0.0002729,0,0,0,0,0,0.5018,NA
926,37,"VSC",2,"0",7,-5.8,0.6300307,7.79e-05,0,0,0,0,0.9906,NA
926,37,"VCC",3,"0",11,0,0,0,0,0.0002974,2.26528,0.34102,0.984,NA
926,37,"VSC",3,"0",7,0.18,0.5784771,-0.0003542,0,0,0,0,0.7974,NA
926,40,"VLE",2,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,40,"IAVC",2,"0",17,-31.55807,0.2252531,-0.0002071,0,0,0,0,0.0899,NA
926,40,"VCC",2,"0",11,0,0,0,0,0.0018083,1.78334,0.92353,0.97394,NA
926,40,"VLE",1,"0",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,40,"IAVC",1,"0",17,-31.55807,0.2252531,-0.0002071,0,0,0,0,0.0899,NA
926,28,"IAVC",1,"21",17,13.9128577,-0.0330978,0.0001497,0,0,0,0,0.3408,NA
926,28,"VLE",1,"21",12,0,0,0,0,2.17465,9.21e-05,0,0.2534,NA
926,28,"VCC",2,"21",1,365.91,0.0002653,0,0,0,0,0,0.9775,NA
926,16,"VCC",1,"0",11,0,0,0,0,0.0013265,1.80179,0.98574,0.97222,NA
926,16,"VSC",1,"0",7,-50.37,0.7885922,6.5e-06,0,0,0,0,0.98687,NA
926,16,"IAVC",1,"0",19,43.07507,-0.3335699,0.0010238,-8.0811e-07,0,0,0,0.319819733,NA
926,40,"VCC",3,"0",11,0,0,0,0,0.0006058,2.15546,0.24682,0.97527,NA
926,40,"VSC",2,"0",7,-49.91,0.7908259,1.42e-05,0,0,0,0,0.98608,NA
926,40,"VSC",1,"0",7,-49.91,0.7908259,1.42e-05,0,0,0,0,0.98608,NA
926,28,"VSC",2,"21",7,-84.86,0.8332012,8e-07,0,0,0,0,0.9945,NA
926,28,"IAVC",2,"21",17,13.9128577,-0.0330978,0.0001497,0,0,0,0,0.3408,NA
926,28,"VLE",2,"21",12,0,0,0,0,2.17465,9.21e-05,0,0.2534,NA
926,28,"VCC",3,"21",1,365.91,0.0002653,0,0,0,0,0,0.9775,NA
926,28,"VSC",3,"21",7,-84.86,0.8332012,8e-07,0,0,0,0,0.9945,NA
926,28,"IAVC",3,"21",17,13.9128577,-0.0330978,0.0001497,0,0,0,0,0.3408,NA
926,9,"VLE",2,"21",12,0,0,0,0,9.21e-05,2.17465,0,0.25342,NA
926,9,"VCC",3,"21",11,0,0,0,0,0.000363,2.26663,0.22511,0.96542,NA
926,9,"VSC",3,"21",7,0.96,0.4124155,0.0023764,0,0,0,0,0.83027,NA
926,9,"IAVC",3,"0",19,17.81096,-0.2138937,0.0008326,-6.6151e-07,0,0,0,0.38057,NA
926,24,"VCC",5,"0",11,0,0,0,0,0.0069725,1.5319,0.93741,0.80185,NA
926,37,"IAVC",3,"0",16,5.49994,0.0002729,0,0,0,0,0,0.5018,NA
926,28,"VLE",3,"21",12,0,0,0,0,2.17465,9.21e-05,0,0.2534,NA
926,28,"VSC",5,"21",7,-84.86,0.8332012,8e-07,0,0,0,0,0.9945,NA
926,28,"IAVC",5,"21",17,13.9128577,-0.0330978,0.0001497,0,0,0,0,0.3408,NA
926,28,"VLE",5,"21",12,0,0,0,0,2.17465,9.21e-05,0,0.2534,NA
926,37,"VSC",1,"0",7,-5.8,0.6300307,7.79e-05,0,0,0,0,0.9906,NA
926,37,"IAVC",1,"0",16,5.49994,0.0002729,0,0,0,0,0,0.5018,NA
926,37,"VLE",1,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.4006,NA
926,37,"VCC",2,"0",11,0,0,0,0,0.0005432,2.01237,0.79826,0.992,NA
926,37,"VLE",3,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.4006,NA
926,37,"VCC",5,"0",11,0,0,0,0,0.0005432,2.01237,0.79826,0.992,NA
926,28,"VCC",5,"21",1,365.91,0.0002653,0,0,0,0,0,0.9775,NA
926,24,"VSC",2,"0",7,-56.54,0.8114572,0,0,0,0,0,0.95259,NA
926,5,"VCC",3,"0",11,0,0,0,0,0.0006083,2.15253,0.24359,0.95677,NA
926,37,"VSC",5,"0",7,-5.8,0.6300307,7.79e-05,0,0,0,0,0.9906,NA
926,37,"IAVC",5,"0",16,5.49994,0.0002729,0,0,0,0,0,0.5018,NA
926,47,"IAVC",5,"0",17,-34.81329118,0.243263017,-0.00021998,0,0,0,0,0.12975678,NA
926,5,"VLE",2,"0",12,0,0,0,0,5.64e-05,2.24028,0,0.40058,NA
926,24,"VLE",3,"0",12,0,0,0,0,0.0027646,1.54965,0,0.23874,NA
926,9,"VCC",2,"21",11,0,0,0,0,0.0003508,2.09851,0.78262,0.99173,NA
926,9,"VSC",2,"21",7,-26.1,0.6983728,3.64e-05,0,0,0,0,0.98766,NA
926,9,"IAVC",2,"0",19,17.81096,-0.2138937,0.0008326,-6.6151e-07,0,0,0,0.38057,NA
926,24,"IAVC",3,"0",21,0,0,0.0003134,-3.4764e-07,0,0,0,0.76492637,NA
926,47,"VCC",2,"0",11,0,0,0,0,0.001395,1.84052,0.89062,0.97439,NA
926,47,"VSC",2,"0",7,-60.8,0.8214672,1e-06,0,0,0,0,0.98826,NA
926,24,"IAVC",2,"0",21,0,0,0.0003134,-3.4764e-07,0,0,0,0.76492637,NA
