"Codigo_provincia","Nombre_provincia","Codigo_especie","Especie","Parametro","F.c.","Par_esp","Modelo","a","b","c","d","p","q","r","R2"
20,"Gipuzkoa",215,"Crataegus monogyna","VSC",2,"0",7,-0.79,0.8039236,2.27e-05,0,0,0,0,0.99437
20,"Gipuzkoa",44,"Quercus faginea","VCC",4,"0",11,0,0,0,0,0.0017512,1.92524,0.2026,0.94678
20,"Gipuzkoa",17,"Cedrus atlantica","VCC",5,"0",11,0,0,0,0,0.0003588,2.04029,0.88562,0.98171
20,"Gipuzkoa",34,"Pseudotsuga menziesii","VSC",3,"0",7,-0.9,0.8742699,1.44e-05,0,0,0,0,0.99798
20,"Gipuzkoa",44,"Quercus faginea","IAVC",3,"0",19,-0.65989,0.0096349,4.73e-05,-1.8707e-07,0,0,0,0.30539
20,"Gipuzkoa",18,"Chamaecyparis lawsoniana","VLE",5,"0",12,0,0,0,0,0.0014136,1.73113,0,0.31066
20,"Gipuzkoa",56,"Ulmus minor","IAVC",4,"0",19,10.73206,-0.1802871,0.0009849,-9.3713e-07,0,0,0,0.70022
20,"Gipuzkoa",21,"Pinus sylvestris","VLE",3,"0",12,0,0,0,0,0.0001194,2.14645,0,0.38323
20,"Gipuzkoa",48,"Quercus rubra","VSC",4,"0",7,-4.76,0.9020456,1.34e-05,0,0,0,0,0.99845
20,"Gipuzkoa",17,"Cedrus atlantica","VCC",1,"0",11,0,0,0,0,0.0003588,2.04029,0.88562,0.98171
20,"Gipuzkoa",65,"Ilex aquifolium","VSC",5,"0",7,-0.79,0.8039236,2.27e-05,0,0,0,0,0.99437
20,"Gipuzkoa",676,"Acer platanoides","VSC",3,"0",7,-4.44,0.8334608,8.16e-05,0,0,0,0,0.99071
20,"Gipuzkoa",94,"Laurus nobilis","VCC",3,"0",11,0,0,0,0,0.0002254,2.06989,0.94894,0.96437
20,"Gipuzkoa",21,"Pinus sylvestris","VLE",2,"0",12,0,0,0,0,0.0001194,2.14645,0,0.38323
20,"Gipuzkoa",43,"Quercus pyrenaica","VSC",4,"0",7,-1.51,0.8639358,3.32e-05,0,0,0,0,0.99703
20,"Gipuzkoa",255,"Fraxinus excelsior","IAVC",3,"0",21,0,0,0.0004355,-6.0931e-07,0,0,0,0.75907
20,"Gipuzkoa",243,"Quercus pubescens","VCC",2,"0",11,0,0,0,0,0.0006581,1.97632,0.75389,0.98707
